#	PLAYER	POS	TEAM	GP	G		#	PLAYER	POS	TEAM	GP	A		#	PLAYER	POS	TEAM	GP	RTG
														330	Vusumuzi Zoulou	MID	ASP	3	6.6
														331	Mlungisi Ndlovu	DEF	ASP	3	6.6
														332	Sabin Madius	MID	CAH	3	6.6
														333	İlker Feni̇k	MID	SEL	3	6.6
														334	Basem Shenouda	GK	KMT	3	6.6
														335	Pishoy Tawadros	DEF	KMT	3	6.6
														336	Feng Ji	MID	GUA	4	6.6
														337	Yuri Bogdanov	MID	GIA	3	6.6
														338	Viktor Kohlmann	MID	ADV	3	6.6
														339	Sanat Barua	MID	NHO	3	6.6
														340	Jaipal Lakra	DEF	ENR	2	6.6
														341	Finau Mahoe	MID	AED	1	6.6
														342	Haripada Bagchi	MID	NHO	2	6.6
														343	Wagih Fakhry	MID	KMT	1	6.6
														344	Hidma Netam	MID	ENR	1	6.6
														345	Thinh Dang	MID	ATK	1	6.6
														346	Gyan Hansda	MID	ENR	3	6.6
														347	Jomo Mocoéna	DEF	ASP	3	6.6
														348	Pitso Modisé	MID	ASP	3	6.6
														349	Félix Doan	MID	ATK	4	6.6
														350	Ardalan Danesh	DEF	VAR	3	6.6
														351	Azad Doski	DEF	ADV	3	6.6
														352	Giizis Wemigwans	DEF	ATA	3	6.6
														353	Erdem Polat	DEF	SEL	3	6.6
														354	Gcobani Nhlapo-Marais	MID	ASP	2	6.5
														355	Pyotr Egorov	MID	GIA	2	6.5
														356	Lyle Kakepetum	MID	ATA	2	6.5
														357	Madhusudan Patnaik	FWD	ENR	3	6.5
														358	Sviatoslav Boyko	FWD	SID	3	6.5
														359	Wolfram Pfeiffer	MID	ADV	3	6.5
														360	Nirmal Dharmasen	MID	NHO	3	6.5
														361	Tunç Kenaanoğlu	DEF	SEL	3	6.5
														362	Evgeny Karpov	GK	PER	3	6.5
														363	Elwood Wagamese	MID	ATA	3	6.5
														364	Lebogang Du Phiri	MID	ASP	3	6.5
														365	Eskandar Dehghan	DEF	VAR	3	6.5
														366	Rostam Khalili	MID	VAR	3	6.5
														367	Erfan Rastkar	DEF	VAR	2	6.5
														368	Parviz Tahmasb	DEF	VAR	3	6.5
														369	Huy Luong	MID	ATK	2	6.5
														370	Anton Orlov	DEF	GIA	3	6.5
														371	Bhupen Jyotirmoy	MID	NHO	1	6.5
														372	Donat Obomsawin	DEF	ATA	3	6.5
														373	Tikhon Tarasov	MID	PER	1	6.5
														374	Fabián Machado	FWD	HOL	1	6.5
														375	Firmino Varela	DEF	ATA	3	6.5
														376	Alimjan Turghun	FWD	PER	3	6.5
														377	Peshraw Rekabi	FWD	ADV	3	6.5
														378	Joaquim Fonseca	MID	ATA	3	6.5
														379	Trilochan Khuntia	MID	ENR	2	6.5
														380	Makani Kinimaka	DEF	AED	2	6.5
														381	Rhulani Khouza	FWD	ASP	3	6.5
														382	Orkun Çeti̇n	MID	SEL	3	6.5
														383	Lono Kekoa	FWD	AED	3	6.5
														384	Tolib Rahimov	MID	GIA	3	6.5
														385	George Smith	MID	ELV	3	6.5
														386	Kendrick Nakai	MID	CAL	7	6.5
														387	Sohrab Bozorgi	MID	VAR	2	6.5
														388	Nikita Shirokov	MID	PER	2	6.5
														389	Tadros Bishoy	DEF	KMT	2	6.5
														390	Igor Novikov	MID	RUD	2	6.5
														391	Ilya Morozov	MID	GIA	3	6.4
														392	Lakhan Hembrom	MID	ENR	3	6.4
														393	Gerrit Van Leeuwen	DEF	AED	3	6.4
														394	Raed Enezi	MID	ADV	3	6.4
														395	Hercule Tenasco	DEF	ATA	3	6.4
														396	Ikaika Makoa	DEF	AED	3	6.4
														397	Haku Kahananui	FWD	AED	3	6.4
														398	Makar Kulikov	MID	PER	3	6.4
														399	Wyatt Bradford	MID	ESU	1	6.4
														400	Valery Polyakov	FWD	GIA	3	6.4
														401	Daan Mulder	MID	AED	3	6.4
														402	Pono Nainoa	MID	AED	3	6.3
														403	Ulu Piipiilani	MID	AED	3	6.3
														404	Georgy Nikitin	DEF	PER	3	6.3
														405	Alois Steiner	DEF	AED	3	6.3
														406	Ignat Baranov	DEF	PER	1	6.3
														407	Stepan Andreev	DEF	PER	3	6.3
														408	Nikolai Lebedev	MID	GIA	3	6.3
														409	Osman Mamut	DEF	PER	3	6.3
														410	Ola Naone	MID	AED	1	6.3
														411	Ural Yusupov	MID	GIA	3	6.3
														412	Boris Vinogradov	MID	GIA	3	6.2
														413	Daulet Kenzhebayev	MID	PER	3	6.1
														414	Lavr Vronsky	MID	RUD	1	6.1
														415	Lev Gusev	DEF	PER	3	5.9
														416	Rodion Titov	MID	PER	3	5.9
														417	Anta Ginting	MID	CAH	2	5.9
														418	Klim Zaytsev	MID	PER	2	5.8
